smoke
46446336.880418494
600437.27594163
113696.0728791274
33222.6683609028
16211.4514373992
8459.6761083073
5004.6524666296
3411.8632881911
2494.7188752071
3337.0495137217
32686.1324425415
74683.0606290194
127435.9771268336
106514.3099758233
65258.2895088084
37969.9379670876
25459.0907249395
23719.4385533914
20035.5088550222
18285.9810910505
35340.710711359
56794.0921047258
32459.082345933
119316.652100892
1271031.9941996608
69141.5590147741
35822.6854695098
23223.6346244558
16033.4847387882
11337.6634646249
10164.4169480834
8915.4183906418
9287.9337392412
8448.062246283
7643.0609926892
7481.3088470149
11335.0485308963
16824.6121784943
16049.6050962018
17353.8723673875
32452.1641298291
128767.570397967
28210.9585006451
50487.6310056503
101008.6411739767
108088.928131608
154504.5915892342
104254.1779506358
54968.8119545321
1047608.2004122529
5032785.838808454
71514421.4815668
13574017143.460009
347467290.61162674
568017787.1853687
46201585.49809168
6281010.414768654
5865366.629466726
38516557.42807482
4984.5147079518
21507.7749974467
88312.1837594073
104317.1241315779
99703.5101162425
97511.7156539443
67595.1729816225
60711.0036554801
34815.2207810894
57093.1157617404
81025.3002926764
1269773.3602550682
1293332.6670426067
93015.0771396653
296909.4331054873
629066.0762463765
549455.120486677
347050.5709927158
272959.2544066365
366861.8884791879
155640.7126563137
46486.655416448
33872.7181597016
19676.4967307059
12047.7707477657
30104.677564106
54577.2467320652
1009436.6041932079
224917382.44960815
2809386.071886311
4722271.1609427305
215771.9963088856
65771.1679069026
46721127.01982009
592465.991139303
113495.0640986359
33193.1148468902
15755.2211673135
8723.5870853379
4876.6342346671
3502.1539869565
2539.019239331
3269.7028981397
32946.8500980125
74978.730405807
128766.7950651966
105035.0050032798
67497.5408252412
37844.0133746569
25532.4205076312
23833.506860026
20289.6728567818
17666.4233811546
34438.5116927788
56453.2862168141
32125.3210695194
120407.6499938381
1258999.9050183918
67838.2267631611
36366.2268932337
23039.2433624334
16017.2102897045
11173.43111776
10493.6724236557
9027.9542747679
9287.6369218137
8310.2914598139
7598.2006056256
7509.432047276
11317.073363372
16956.3704695651
15832.9848276514
17202.5451658849
31429.0295950056
130365.0169995044
27890.4011670368
51041.6414734199
98290.4009630246
108402.3209924282
156880.2862308153
102308.2015913147
54025.059168638
1053016.7319037132
4976267.385238818
72189269.71269643
13195857064.242401
346329481.262512
575703145.5428934
47025333.12321624
6138493.226524167
5818492.535705382
38879914.66388197
4960.5157460593
21593.9698795867
89730.6244512638
104444.0935113598
97711.0068434996
99399.8689207461
67017.7512015472
58599.417343586
34718.8395577362
58795.5059726394
82391.4041465239
1267620.3459569095
1290056.7801907286
90783.4699457815
306246.2227872598
634112.4842555828
559995.7870021501
338063.9088089169
266797.626584594
362464.2419543556
155025.0792813227
46759.2071212353
34591.1271293444
19520.440926776
12141.2493438526
30523.1722505544
55812.049052514
1011769.956631981
224612613.40136382
2826566.001769956
4655142.52516108
218622.4810746174
65064.1359714555
46382462.91676472
599122.465644385
112240.6146702173
34378.4574438007
15702.4576652131
8486.8257160441
4941.103250199
3385.0658458031
2503.2031102299
3250.5657147664
32450.4783057645
75654.2453603932
124465.687219318
106780.1421046099
65243.5958566716
37253.8407558035
25407.5322647253
23665.6743957114
19717.3451936878
17878.2304949219
35126.1425031317
56254.3227504366
32702.1516570701
118552.9712507693
1266763.4577637545
67909.5549816814
36210.1778113483
23063.8731422743
15949.1102800875
11064.5256905208
10428.460128265
8853.548258973
9298.6260976088
8491.2492494878
7469.1702829716
7596.1695754645
11156.3996737054
16518.7818993635
15997.194912885
17500.1001821222
31408.528896042
130532.6659411206
28016.3590862227
51162.5326277933
99551.367736305
105340.5177086582
156288.2631476942
102052.2840410444
54158.4054753646
1044231.1995454488
5055669.742856636
71809289.03393331
13354004032.179312
343424960.37216413
577694869.9782165
47217026.87978793
6289820.360924587
5784372.662363291
39279669.833499044
5065.7905069313
21750.4777373533
90150.6183010217
105659.3737764931
101065.6964976562
98729.0752267468
68179.6535970431
60636.1288154085
35287.7365989931
57906.056309914
81529.1906289684
1249184.7384496753
1252685.5594737
90057.9617296981
298379.5301897754
616184.9471165293
551489.2178332666
337352.1714160793
266310.4721605595
372793.7723570079
154556.2495440719
46151.6950316109
34659.4267799263
19637.2949061217
12039.8520648111
30626.1413933149
55314.3948844176
1005239.917091377
227028486.5637196
2809791.2554192757
4615632.960966359
216614.3286458101
63776.0943801069
46866207.099246606
596209.1696533251
114342.2868479649
34432.9324485578
15985.7417483803
8591.7662335417
4992.3414809747
3430.0517521567
2480.9922361879
3302.0362822465
32878.0793187017
74547.3355552182
128672.4201148789
104655.4497821484
66862.2036254199
37398.8856629484
25620.9394126516
23739.7804861995
20379.2106490006
18042.9656202314
35157.5998924113
56977.4598178473
32157.7511282683
120577.1287918519
1289096.8220716799
66552.0885145843
35008.26459001
22750.4491525654
15688.6772142295
11295.4874535153
10124.4874577438
9007.0258589053
9246.4228926849
8285.81655511
7535.2869922077
7549.1219210199
11215.338184798
16752.3545073576
15536.4982650019
17289.4437952175
31909.8191221722
132486.509005143
28317.6354699348
52161.442949698
97848.7788175343
105454.3900679994
154255.7630360737
101526.4022494278
55771.1994445928
1042808.2162570197
5070441.724510968
70001485.94793274
13592708820.429129
349196063.6192937
568616336.6131526
45907320.1957056
6359992.166924933
5862459.663386596
39703958.45432918
4999.7415950986
21710.980801365
89955.9380363505
103348.6668494177
97436.8699674531
95985.8204884099
65956.1485896157
59014.6366661431
34938.8553814445
56673.1224060012
83269.9513858775
1250790.427178414
1257362.7786939354
91749.4372327519
304658.258765302
629240.6634010599
557115.2966123133
342538.0771249362
264994.2121617127
371020.9487273028
154232.1805794256
47122.7633103176
34030.7209850611
19925.8840840695
12034.8421875456
30750.8557091433
56048.5926196641
1007572.368747254
224142636.98404175
2804149.6266291263
4647077.684994374
214351.4127172338
65823.6042891677
46616767.58341401
610631.9248281243
110819.7174074015
33218.4238485898
15871.9204400863
8637.961340558
4924.9103894892
3463.8374561191
2481.2017096737
3280.2916482551
32555.5326625273
75038.3373029799
125879.556411732
106041.6041874703
66457.952289663
36873.4873571125
25769.6193180715
23611.85106483
20363.4841590256
17802.5673353542
34662.622272518
57641.6158417515
32752.0601902341
117052.2052747588
1283394.3884412257
68934.5052290287
36209.3236871663
23077.1981649016
16101.4149027821
11380.2505204962
10283.7157960098
8820.3775776678
9171.4166044184
8285.2457300943
7603.4051319402
7570.8997457494
11433.2792809664
16856.5628709141
15823.5320438086
17182.7677563258
32327.6255567549
132022.177072046
27710.0600993437
51477.0305562076
99746.2341769553
107923.0354197707
154956.8558418347
102922.9585659782
55347.0777151994
1041723.7104895117
4997181.698432372
69755914.54692185
13296988770.186287
338091333.8001716
578428791.1897966
46984069.35110104
6222378.741528729
5877345.832393403
38925650.539440796
4952.2008502488
21943.3983236514
90270.2298355102
103773.6666265018
98486.2876628207
97915.9024545383
66062.8031675535
60722.0197446849
35277.953324695
57837.5690977793
82198.7598610693
1272555.34026043
1256437.067087725
90875.9392590183
296009.1619546406
625215.4941802382
548794.0160693581
344935.808876959
268349.6159191893
372564.1554944865
155494.2671948354
47431.3210789156
34179.2774152519
19449.682983953
12003.0137194376
30715.657991911
55200.427319626
1030094.8154058891
229448124.20357293
2819262.035128442
